customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00673,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,69.38,37.42,Yes
CUST00674,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.22,1306.68,Yes
CUST00675,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.08,377.6,Yes
CUST00676,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.57,184.52,Yes
CUST00677,Female,1,No,No,3,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.37,125.79,No
CUST00678,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.81,163.66,No
CUST00679,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.48,262.74,Yes
CUST00680,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,86.26,1387.21,No
CUST00681,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.95,0.0,Yes
CUST00682,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,Credit card (automatic),63.52,0.0,No
CUST00683,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,72.08,75.01,No
CUST00684,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,11.75,Yes
CUST00685,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.87,9.13,No
CUST00686,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,0.0,No
CUST00687,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,79.81,850.69,Yes
CUST00688,Male,0,No,No,1,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,43.8,49.8,Yes
CUST00689,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.32,1341.66,Yes
CUST00690,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.86,183.54,Yes
CUST00691,Female,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.78,637.22,No
CUST00692,Male,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,36.2,No
CUST00693,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.63,169.11,Yes
CUST00694,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.59,243.16,Yes
CUST00695,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.79,143.81,No
CUST00696,Male,1,No,No,11,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.8,767.06,Yes
CUST00697,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.84,760.48,Yes
CUST00698,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,116.02,No
CUST00699,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,One year,No,Credit card (automatic),49.55,178.61,No
CUST00700,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.78,440.84,No
CUST00701,Female,0,Yes,No,7,No,No phone service,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.64,441.72,Yes
CUST00702,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),77.34,2834.51,No
CUST00703,Female,1,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.58,946.53,No
CUST00704,Male,0,No,No,0,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,66.28,0.0,Yes
CUST00705,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,74.06,215.96,Yes
CUST00706,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,430.29,No
CUST00707,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,87.13,862.84,Yes
CUST00708,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.37,212.26,No
CUST00709,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.87,1118.77,No
CUST00710,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,83.73,No
CUST00711,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,92.03,99.87,Yes
CUST00712,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,One year,No,Credit card (automatic),84.08,0.0,No
CUST00713,Female,0,No,No,6,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.06,383.78,Yes
CUST00714,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.98,199.79,No
CUST00715,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,Electronic check,63.05,201.43,No
CUST00716,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),64.06,439.58,Yes
CUST00717,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.95,36.08,Yes
CUST00718,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.42,0.0,No
CUST00719,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.65,273.64,Yes
CUST00720,Female,0,No,No,3,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.67,227.16,Yes
CUST00721,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,128.46,No
CUST00722,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,One year,No,Credit card (automatic),69.82,982.42,No
CUST00723,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.59,363.98,No
CUST00724,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.74,106.82,Yes
CUST00725,Male,1,No,Yes,5,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,53.14,271.16,No
CUST00726,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.44,734.01,Yes
CUST00727,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.81,896.33,Yes
CUST00728,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,Month-to-month,No,Electronic check,51.36,608.2,Yes
CUST00729,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,63.92,138.52,Yes
CUST00730,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,64.03,82.43,No
CUST00731,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.82,464.6,No
CUST00732,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.64,826.38,Yes
CUST00733,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),76.38,257.47,No
CUST00734,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.35,36.1,No
CUST00735,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.75,323.76,Yes
CUST00736,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.01,145.49,Yes
CUST00737,Male,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,One year,No,Bank transfer (automatic),77.35,101.95,No
CUST00738,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.15,51.51,Yes
CUST00739,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.88,262.3,No
CUST00740,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,One year,No,Electronic check,81.35,593.4,Yes
CUST00741,Female,0,No,Yes,3,Yes,No,DSL,No,No,No,One year,No,Electronic check,48.02,157.01,No
CUST00742,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,48.83,0.0,Yes
CUST00743,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,83.78,4.16,Yes
CUST00744,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.73,65.17,No
CUST00745,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,86.47,664.49,Yes
CUST00746,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.18,19.55,Yes
CUST00747,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.83,79.58,Yes
CUST00748,Male,1,No,No,1,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),40.61,36.31,Yes
CUST00749,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.17,68.0,Yes
CUST00750,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,76.31,71.25,Yes
CUST00751,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,82.59,23.55,Yes
CUST00752,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Electronic check,84.62,648.67,Yes
CUST00753,Female,0,No,Yes,4,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.54,230.46,Yes
CUST00754,Female,0,Yes,Yes,14,Yes,No,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),50.17,703.44,No
CUST00755,Female,0,No,Yes,0,Yes,No,DSL,No,No,No,Month-to-month,No,Electronic check,44.51,0.0,Yes
CUST00756,Female,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,26.78,No
CUST00757,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,34.59,No
CUST00758,Male,0,No,Yes,11,Yes,No,DSL,Yes,No,Yes,One year,No,Electronic check,57.42,661.21,No
CUST00759,Male,1,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.26,138.19,Yes
CUST00760,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,62.62,258.73,No
CUST00761,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.79,32.12,No
CUST00762,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.85,2.93,Yes
CUST00763,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,One year,Yes,Credit card (automatic),52.52,1143.94,No
CUST00764,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.11,407.41,No
CUST00765,Male,0,Yes,No,12,No,No phone service,Fiber optic,Yes,Yes,No,Two year,Yes,Credit card (automatic),80.52,991.15,No
CUST00766,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,67.71,535.96,Yes
CUST00767,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,63.13,286.73,Yes
CUST00768,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.19,9.89,Yes
CUST00769,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.7,205.34,No
CUST00770,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,Two year,No,Credit card (automatic),40.27,72.05,No
CUST00771,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Electronic check,97.5,407.29,No
CUST00772,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.19,380.9,Yes
CUST00773,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),75.97,916.86,Yes
CUST00774,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,One year,No,Mailed check,82.44,749.75,No
CUST00775,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.66,245.96,No
CUST00776,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,69.51,20.03,Yes
CUST00777,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,78.44,223.85,Yes
CUST00778,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,One year,No,Bank transfer (automatic),68.18,9.54,Yes
CUST00779,Male,0,Yes,No,10,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.05,562.49,No
CUST00780,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,95.3,2274.51,No
CUST00781,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),82.63,156.96,Yes
CUST00782,Female,1,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Electronic check,77.78,0.0,No
CUST00783,Female,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Mailed check,72.33,358.95,No
CUST00784,Female,0,No,No,15,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,82.46,1253.99,Yes
CUST00785,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,22.53,120.41,No
CUST00786,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.0,17.3,No
CUST00787,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,550.38,No
CUST00788,Female,1,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.57,336.11,No
CUST00789,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,57.89,49.29,No
CUST00790,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),73.15,1466.15,Yes
CUST00791,Female,1,No,Yes,4,Yes,No,DSL,No,No,No,Two year,Yes,Electronic check,42.06,156.51,Yes
CUST00792,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),51.88,153.88,No
CUST00793,Female,0,Yes,Yes,4,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,66.01,234.65,Yes
CUST00794,Male,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.36,302.15,No
CUST00795,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.81,583.74,Yes
CUST00796,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.32,0.0,Yes
CUST00797,Male,0,No,No,25,No,No phone service,Fiber optic,No,Yes,Yes,One year,No,Electronic check,82.75,2035.83,No
CUST00798,Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.1,38.52,No
CUST00799,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.46,326.23,Yes
CUST00800,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.85,201.44,No
CUST00801,Female,1,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,One year,Yes,Credit card (automatic),74.53,72.09,No
CUST00802,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.85,0.0,No
CUST00803,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.29,894.28,No
CUST00804,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,One year,Yes,Mailed check,56.65,201.31,No
CUST00805,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,Month-to-month,No,Credit card (automatic),51.89,391.43,Yes
CUST00806,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.92,405.64,Yes
CUST00807,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,57.22,575.48,No
CUST00808,Female,0,Yes,No,5,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,211.98,No
CUST00809,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.69,101.15,Yes
CUST00810,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.01,244.52,Yes
CUST00811,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,227.68,No
CUST00812,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.95,233.54,No
CUST00813,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,One year,Yes,Bank transfer (automatic),68.9,80.88,No
CUST00814,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.33,1314.9,No
CUST00815,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.0,651.26,No
CUST00816,Male,0,No,Yes,0,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.46,1.71,No
CUST00817,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,75.33,4037.22,No
CUST00818,Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),56.03,534.05,No
CUST00819,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,98.37,109.49,Yes
CUST00820,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,66.13,138.68,Yes
CUST00821,Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.54,536.2,No
CUST00822,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.26,877.74,No
CUST00823,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.08,162.16,Yes
CUST00824,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.65,62.09,Yes
CUST00825,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,71.06,158.19,No
CUST00826,Male,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.26,188.86,No
CUST00827,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.11,14.67,No
CUST00828,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.66,0.0,Yes
CUST00829,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,90.44,779.32,Yes
CUST00830,Male,0,No,Yes,12,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,55.97,682.56,No
CUST00831,Male,0,No,No,5,No,No phone service,Fiber optic,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.24,469.29,Yes
CUST00832,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card (automatic),83.89,273.07,No
CUST00833,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,45.06,No
CUST00834,Male,1,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.84,288.39,Yes
CUST00835,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.72,513.01,No
CUST00836,Male,1,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.54,225.47,No
CUST00837,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.11,28.38,No
CUST00838,Female,0,Yes,No,3,No,No phone service,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),46.56,105.73,Yes
CUST00839,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,Two year,No,Credit card (automatic),47.49,272.6,No
CUST00840,Male,1,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.38,594.43,Yes
CUST00841,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,84.09,421.7,Yes
CUST00842,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,52.46,716.84,No
CUST00843,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Mailed check,77.99,828.3,No
CUST00844,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,77.35,384.41,Yes
CUST00845,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,One year,Yes,Electronic check,48.33,702.22,No
CUST00846,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,83.13,945.13,Yes
CUST00847,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.26,248.43,No
CUST00848,Male,0,Yes,No,25,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,79.58,1989.67,No
CUST00849,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,82.43,162.2,Yes
CUST00850,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.61,91.68,No
CUST00851,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.14,1471.35,No
CUST00852,Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.79,287.1,Yes
CUST00853,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.67,1618.3,Yes
CUST00854,Male,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,73.34,11.65,Yes
CUST00855,Male,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,77.06,522.18,No
CUST00856,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.35,70.26,No
CUST00857,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),51.13,287.04,No
CUST00858,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.68,91.96,Yes
CUST00859,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),46.89,40.87,No
CUST00860,Female,0,No,Yes,0,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,76.27,12.79,Yes
CUST00861,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.15,639.45,No
CUST00862,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,89.01,No
CUST00863,Female,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),75.41,12.9,No
CUST00864,Female,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,80.91,245.46,Yes
CUST00865,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.86,31.6,No
CUST00866,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,One year,No,Credit card (automatic),53.97,1149.73,No
CUST00867,Female,0,No,No,3,No,No phone service,Fiber optic,Yes,Yes,No,One year,No,Mailed check,82.36,238.47,No
CUST00868,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,74.32,230.18,No
CUST00869,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,One year,Yes,Mailed check,58.46,773.29,No
CUST00870,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Month-to-month,No,Credit card (automatic),38.39,310.72,No
CUST00871,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,78.66,691.7,Yes
CUST00872,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,80.33,674.18,Yes
CUST00873,Male,0,No,No,23,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,46.39,1061.28,No
CUST00874,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.47,17.2,No
CUST00875,Male,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.62,2395.57,No
