customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Segment
CUST01144,0,0,0,0,14,1,1,66.0,951.83,0,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,0
CUST01145,0,0,1,0,5,1,1,25.11,157.4,0,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01146,1,0,1,0,2,1,1,21.27,47.28,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,2
CUST01147,0,0,1,0,5,1,1,66.04,350.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0
CUST01148,1,0,0,0,1,0,1,45.74,63.81,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2
CUST01149,1,1,1,0,9,0,1,47.92,458.05,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
CUST01150,1,0,1,0,3,1,1,21.94,91.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,2
CUST01151,1,0,1,1,2,1,1,18.0,12.72,1,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,2
CUST01152,0,0,1,1,25,1,1,65.88,1652.56,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0
CUST01153,0,0,0,0,12,1,0,89.89,1050.91,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,0
CUST01154,0,0,1,0,12,1,0,55.19,651.84,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2
CUST01155,1,0,1,0,7,1,1,57.29,391.4,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0
CUST01156,0,0,0,0,14,1,1,56.27,799.48,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0
CUST01157,1,0,1,0,11,1,0,81.33,890.03,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0
CUST01158,0,0,1,1,7,1,1,58.14,403.79,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
CUST01159,0,1,0,1,25,1,0,50.25,1276.23,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2
CUST01160,0,0,1,0,1,1,1,46.62,64.21,1,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,2
CUST01161,1,0,1,1,22,1,0,52.55,1161.62,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2
CUST01162,0,0,1,0,4,1,0,78.09,327.34,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0
CUST01163,0,0,0,0,6,1,1,48.81,305.78,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
CUST01164,1,0,0,0,1,1,1,29.1,68.4,1,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,2
CUST01165,0,0,0,0,6,1,0,66.48,394.7,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
CUST01166,1,0,0,0,7,1,0,51.26,343.78,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2
CUST01167,0,0,1,1,48,1,1,51.12,2457.84,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3
CUST01168,1,0,1,0,29,0,1,56.01,1605.28,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,3
CUST01169,1,0,0,0,27,1,1,60.73,1632.35,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0
CUST01170,0,0,0,1,3,1,0,38.15,123.45,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
CUST01171,1,0,1,1,37,1,1,26.18,958.51,0,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,3
CUST01172,1,0,0,1,4,1,0,85.51,337.48,0,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,0
CUST01173,1,0,1,1,15,1,1,23.6,348.54,0,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01174,1,0,1,0,1,1,0,61.15,52.48,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0
CUST01175,1,0,1,0,5,1,1,62.79,292.02,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
CUST01176,1,0,1,0,27,1,0,47.53,1303.55,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,2
CUST01177,0,0,0,0,23,1,1,76.32,1782.76,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
CUST01178,1,0,0,0,9,1,1,28.16,272.47,1,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01179,1,0,1,0,12,1,0,19.18,249.01,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,2
CUST01180,0,0,1,0,1,1,1,64.54,56.23,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0
CUST01181,0,0,0,0,10,1,1,41.71,420.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
CUST01182,0,0,1,0,7,1,1,62.02,418.55,1,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0
CUST01183,0,0,0,0,0,0,0,61.94,0.0,1,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
CUST01184,0,0,1,0,0,1,1,70.31,0.0,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,0
CUST01185,0,0,0,1,0,1,1,44.14,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
CUST01186,0,1,1,0,10,1,1,42.57,428.34,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
CUST01187,1,0,1,0,1,1,1,78.47,67.85,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0
CUST01188,1,0,1,1,5,1,1,86.88,439.7,0,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,0
CUST01189,0,0,1,0,3,1,1,96.87,285.91,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,0
CUST01190,1,0,1,0,6,1,1,61.14,373.77,0,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0
CUST01191,1,0,0,1,9,1,1,62.0,571.96,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0
CUST01192,1,0,1,0,9,1,1,101.22,885.91,1,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,0
CUST01193,0,0,1,1,5,1,1,76.63,376.76,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
CUST01194,0,0,0,0,4,0,1,48.51,181.08,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2
CUST01195,1,0,0,1,4,1,0,18.0,95.57,0,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01196,0,1,0,0,15,1,1,57.83,901.41,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
CUST01197,1,0,0,1,3,1,1,79.51,239.38,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,0
CUST01198,1,1,1,1,2,1,1,96.35,200.79,1,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,0
CUST01199,1,0,0,1,10,1,0,45.75,428.02,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
CUST01200,1,0,0,0,3,1,0,77.37,238.17,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0
CUST01201,0,0,0,0,15,0,1,87.13,1301.77,1,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,0
CUST01202,0,0,1,0,3,1,1,48.49,172.64,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,2
CUST01203,0,1,1,0,9,1,1,28.89,255.46,0,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,2
CUST01204,1,1,1,0,0,1,1,62.72,0.0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0
CUST01205,0,1,0,1,3,1,1,75.53,199.73,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0
CUST01206,1,0,0,0,3,1,0,51.85,159.17,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
CUST01207,0,0,0,1,13,1,1,81.82,1052.79,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,0
CUST01208,1,0,1,0,27,1,1,57.33,1572.26,0,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0
CUST01209,1,1,0,0,4,0,1,72.02,300.74,1,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
CUST01210,1,0,0,0,13,1,1,85.66,1111.56,0,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,0
CUST01211,0,0,1,1,9,1,0,67.31,618.34,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,0
CUST01212,0,0,0,0,27,1,1,60.1,1657.56,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0
CUST01213,0,0,1,1,13,1,1,26.04,315.32,0,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01214,0,1,0,1,0,1,1,27.14,0.0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,2
CUST01215,1,0,0,1,9,1,0,74.36,708.07,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0
CUST01216,0,0,0,0,6,1,1,83.14,483.75,0,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,0
CUST01217,0,0,0,0,0,1,1,19.71,13.25,0,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,2
CUST01218,1,0,0,0,2,1,1,55.33,134.4,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2
CUST01219,1,0,0,1,20,1,1,65.02,1300.08,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
CUST01220,1,0,1,0,20,1,1,68.9,1391.79,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,0
CUST01221,0,0,0,0,12,1,1,67.96,809.64,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
CUST01222,1,1,1,1,32,1,1,48.93,1602.09,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
CUST01223,1,0,1,1,13,1,0,95.12,1227.72,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,0
CUST01224,1,0,0,0,0,0,0,72.23,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
CUST01225,0,1,0,0,2,1,0,19.52,56.81,1,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01226,1,0,1,0,0,1,1,85.23,14.2,1,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,0
CUST01227,0,0,1,0,0,1,1,18.0,2.98,0,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01228,0,0,1,1,1,1,1,35.55,36.21,1,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01229,1,0,1,1,5,1,0,79.06,385.38,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,0
CUST01230,1,0,1,0,15,1,1,42.53,623.26,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2
CUST01231,0,1,0,0,15,1,1,87.61,1302.04,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,0
CUST01232,1,0,1,0,7,1,1,19.8,144.85,0,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,2
CUST01233,1,0,1,0,21,0,0,50.36,1053.43,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
CUST01234,0,0,1,0,5,1,0,70.38,322.08,1,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,0
CUST01235,0,0,0,1,17,0,1,53.45,900.24,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2
CUST01236,1,0,1,0,4,1,0,66.54,261.91,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0
CUST01237,0,0,1,0,2,1,1,61.91,134.02,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
CUST01238,1,0,1,1,19,1,1,77.59,1480.05,0,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,0
CUST01239,1,0,0,0,3,1,1,82.93,283.9,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,0
CUST01240,1,1,0,1,5,1,1,26.28,111.81,0,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01241,0,0,1,1,3,1,0,51.45,165.41,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2
CUST01242,1,0,1,0,8,1,1,52.48,432.54,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
CUST01243,1,0,1,0,42,1,1,18.83,796.45,0,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,3
CUST01244,1,0,0,1,0,1,1,80.74,0.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
CUST01245,0,0,0,0,18,1,1,63.55,1130.23,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,0
CUST01246,0,0,1,0,0,1,0,81.5,0.0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,0
CUST01247,0,0,1,0,3,1,0,26.12,42.6,1,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01248,0,0,1,0,1,1,0,75.43,56.95,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
CUST01249,0,1,1,1,11,1,1,66.49,711.89,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
CUST01250,1,1,0,1,0,0,1,51.4,10.07,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
CUST01251,0,1,1,1,6,1,0,56.1,349.11,0,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0
CUST01252,0,0,1,1,2,1,1,18.0,14.55,0,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,2
CUST01253,0,0,1,1,1,1,1,64.92,38.77,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
CUST01254,1,0,0,1,11,1,1,32.65,329.89,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2
CUST01255,0,0,0,0,1,1,0,89.83,109.39,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,0
CUST01256,0,0,1,0,2,1,0,90.16,198.62,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,0
CUST01257,1,0,1,0,2,1,1,48.24,109.47,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2
CUST01258,0,0,1,1,7,1,0,84.6,622.27,1,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,0
CUST01259,1,0,0,0,8,1,0,53.79,465.88,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,2
CUST01260,1,0,1,1,0,1,1,47.66,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2
CUST01261,1,0,0,0,2,1,0,76.0,144.11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0
CUST01262,1,0,0,1,4,1,1,59.85,255.01,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0
CUST01263,1,0,0,0,3,1,0,51.39,98.96,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2
CUST01264,0,0,1,0,17,1,1,21.06,353.01,1,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01265,1,0,0,0,12,1,1,72.32,887.09,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0
CUST01266,1,0,0,1,7,1,0,93.54,647.81,0,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,0
CUST01267,0,0,1,0,3,1,1,74.48,238.07,0,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,0
CUST01268,1,0,1,0,9,1,0,42.46,342.13,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
CUST01269,0,0,1,1,14,1,1,74.53,1049.1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
CUST01270,0,0,1,0,7,1,1,53.46,365.0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2
CUST01271,0,1,1,0,12,1,1,71.2,849.89,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
CUST01272,1,0,0,0,11,1,0,71.04,762.48,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
CUST01273,1,0,1,0,6,1,1,88.45,562.68,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,0
CUST01274,1,0,0,0,2,1,0,52.36,106.1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2
CUST01275,0,1,1,0,10,1,1,53.05,533.41,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
CUST01276,1,0,0,0,1,1,1,31.92,73.15,0,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,2
CUST01277,1,0,1,0,12,1,1,29.64,337.18,0,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01278,1,0,0,0,13,1,0,75.17,980.01,0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,0
CUST01279,0,1,1,0,13,1,0,73.78,945.52,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,0
CUST01280,0,0,1,0,5,1,1,93.38,452.31,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,0
CUST01281,1,0,0,1,1,1,0,57.76,63.92,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
CUST01282,1,0,1,0,0,1,0,49.65,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,2
CUST01283,1,0,0,1,10,1,1,51.51,554.66,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2
CUST01284,1,0,0,1,17,1,1,87.67,1526.04,0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,0
CUST01285,0,0,1,1,8,1,1,63.02,500.91,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
CUST01286,0,0,0,0,1,1,1,31.09,0.27,1,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01287,0,0,0,1,21,1,1,86.57,1812.15,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,0
CUST01288,0,0,1,0,36,1,0,29.32,1076.47,0,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,3
CUST01289,1,1,0,0,4,1,1,22.83,73.59,1,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,2
CUST01290,1,0,0,1,7,1,0,18.0,158.09,0,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01291,1,0,1,1,12,1,0,58.55,714.22,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,0
CUST01292,0,0,1,0,10,1,0,52.76,504.18,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,2
CUST01293,1,0,0,0,27,1,1,84.58,2270.46,0,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,0
CUST01294,0,0,1,0,0,1,1,73.79,0.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
CUST01295,0,0,1,0,6,1,0,82.55,479.18,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,0
CUST01296,1,0,1,0,9,1,1,18.0,139.09,0,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,2
CUST01297,1,0,0,0,17,1,0,18.26,298.92,0,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01298,1,0,1,0,16,1,1,81.59,1297.83,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,0
CUST01299,0,0,1,0,30,1,1,59.42,1808.58,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
CUST01300,1,0,0,0,5,0,0,24.75,132.52,0,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,2
CUST01301,0,1,1,1,14,1,1,51.07,724.94,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
CUST01302,1,0,0,0,4,1,0,60.13,247.51,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0
CUST01303,0,1,0,0,4,0,0,25.78,87.2,1,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01304,0,0,0,0,2,1,0,80.69,184.32,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,0
CUST01305,1,1,0,1,13,1,1,87.04,1122.83,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,0
CUST01306,0,0,1,0,34,0,1,21.4,720.88,0,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,2
CUST01307,0,0,0,1,2,0,0,74.95,157.48,1,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0
CUST01308,1,0,1,1,0,1,0,67.1,49.99,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
CUST01309,0,0,1,1,13,1,1,84.2,1083.29,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,0
CUST01310,1,0,1,0,7,1,1,65.94,428.99,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,0
CUST01311,0,0,1,1,25,1,0,57.97,1455.04,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0
CUST01312,1,0,0,0,2,1,0,26.71,67.1,0,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,2
CUST01313,1,0,1,1,0,1,0,43.28,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
CUST01314,0,0,0,0,5,1,1,39.72,186.73,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2
CUST01315,0,0,0,1,0,1,0,80.28,0.0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0
CUST01316,0,0,0,1,2,1,0,43.83,94.4,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2
CUST01317,0,0,1,0,1,1,1,27.59,66.48,1,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01318,0,0,0,0,2,1,1,62.74,159.73,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
CUST01319,1,0,1,1,0,1,1,71.66,6.02,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
CUST01320,0,0,1,1,24,1,1,55.82,1331.36,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
CUST01321,1,0,0,1,2,1,0,18.0,43.64,0,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01322,1,0,1,0,4,1,1,85.12,333.98,0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,0
CUST01323,0,0,1,0,18,0,1,79.82,1423.95,1,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,0
CUST01324,1,0,0,0,9,0,1,25.36,231.5,1,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01325,1,0,1,1,7,1,1,64.7,478.46,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0
CUST01326,1,0,0,0,9,1,1,86.54,775.07,0,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,0
CUST01327,1,0,1,1,14,1,0,29.37,407.16,0,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01328,0,1,1,1,16,1,0,85.38,1360.78,1,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,0
CUST01329,1,0,1,0,8,1,0,89.57,732.41,0,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,0
CUST01330,0,0,1,0,17,0,0,55.96,968.36,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,0
CUST01331,0,0,1,1,6,1,1,42.7,234.67,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
CUST01332,1,0,0,0,2,1,0,49.19,94.85,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,2
CUST01333,0,0,0,0,16,1,0,18.0,310.13,0,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,2
CUST01334,0,0,0,0,6,1,0,19.04,107.55,0,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,2
CUST01335,0,0,1,0,18,1,1,40.83,762.79,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
CUST01336,1,1,0,0,0,1,0,47.52,13.73,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
CUST01337,0,0,0,0,4,0,1,48.77,230.21,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2
CUST01338,0,1,0,0,23,1,1,60.21,1378.61,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0
CUST01339,0,0,1,0,2,1,0,78.73,171.5,1,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,0
CUST01340,1,0,0,1,22,1,0,90.1,1996.86,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,0
CUST01341,0,0,0,0,24,1,0,29.5,729.55,0,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,2
CUST01342,1,0,1,1,17,1,0,78.35,1339.02,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0
CUST01343,1,0,0,1,6,1,1,76.82,483.19,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,0
CUST01344,1,0,1,0,8,1,0,72.33,566.02,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
CUST01345,1,0,0,1,16,1,1,83.13,1328.96,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,0
CUST01346,1,1,0,0,11,1,0,92.23,984.77,1,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,0
CUST01347,1,0,0,0,7,1,1,64.95,449.26,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,0
CUST01348,0,0,1,0,32,1,1,68.89,2187.46,1,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0
CUST01349,1,0,1,1,9,1,0,78.37,711.95,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,0
CUST01350,0,0,0,1,29,1,1,28.34,841.58,0,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,2
CUST01351,0,0,1,0,0,1,1,82.95,11.29,1,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,0
CUST01352,1,0,1,0,1,1,1,27.03,42.63,1,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,2
CUST01353,0,1,0,1,4,1,1,50.33,203.23,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
CUST01354,0,0,0,1,3,1,0,76.38,226.32,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0
CUST01355,0,0,1,0,12,1,1,26.59,295.62,0,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,2
CUST01356,0,0,1,1,1,1,0,82.05,43.56,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,0
CUST01357,1,0,1,0,29,1,1,34.24,962.8,0,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,2
CUST01358,0,0,0,0,3,1,0,84.2,239.34,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
CUST01359,1,0,0,0,4,1,0,72.02,306.33,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
CUST01360,0,0,0,0,2,1,1,63.03,101.48,0,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,0
CUST01361,0,0,0,1,6,1,1,59.38,339.85,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
CUST01362,1,0,0,0,0,1,1,23.74,0.0,1,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,2
CUST01363,0,0,0,0,1,1,0,58.42,84.18,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0
CUST01364,0,0,1,0,10,1,0,86.19,861.13,0,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,0
